,mean,min,max,std,median
cost,0.18276196721311477,0.17024,0.19935999999999998,0.012407099959253454,0.1904
cpu_usage,0.8383606557377051,0.156,1.162,0.32510352365499845,0.915
mem_usage,0.8303934426229507,0.154,1.151,0.32207780005709424,0.906
pending_pods,75.70491803278688,0.0,262.0,86.35939328609933,88.0
time_with_pending,0.5901639344262295,0.0,1.0,0.4958847036804649,1.0
wokloads_with_pending_pods,0.1789281544731087,0.0,0.52,0.17548361043026134,0.2318840579710145
number_of_migrations,117.0,0.0,336.0,149.35862880998874,66.0
