timestamp,mem_allocated_public,mem_requested_public,cpu_allocated_public,cpu_requested_public,cluster_mem_load_public,cluster_cpu_load_public,cluster_cpu_capacity_public,cluster_memory_capacity_public,number_pending_public_x,mem_allocated_private,mem_requested_private,cpu_allocated_private,cpu_requested_private,cluster_mem_load_private,cluster_cpu_load_private,cluster_cpu_capacity_private,cluster_memory_capacity_private,number_pending_private_x,time_seconds,number_of_pods_pending,number_pending_private_y,number_pending_public_y,total_percent_pending,cpu_load_public,mem_load_public,cpu_load_private,mem_load_private,cost_public,cost_public_hourly,cost_private,cost_private_hourly,cost_total,cumulative_cost_public,cumulative_cost_private,cumulative_cost_total
2026-08-01 08:38:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,67.861546875,77.87390624999999,33.966,38.923199999999994,67.861546875,33.966,146.88,296.6625,5,0.0,5,5,0,0.16666666666666666,0,0,0.185,0.183,0.05376,6.4512,0.05376,6.4512,0.10752,0.05376,0.05376,0.10752
2026-08-01 08:39:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,30.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.10752,0.10752,0.21504
2026-08-01 08:39:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,60.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.16128,0.16128,0.32256
2026-08-01 08:40:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,90.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.21504,0.21504,0.43008
2026-08-01 08:40:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,120.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.26880000000000004,0.26880000000000004,0.5376000000000001
2026-08-01 08:41:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,150.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.32256000000000007,0.32256000000000007,0.6451200000000001
2026-08-01 08:41:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,180.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.3763200000000001,0.3763200000000001,0.7526400000000002
2026-08-01 08:42:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,210.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.43008000000000013,0.43008000000000013,0.8601600000000003
2026-08-01 08:42:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,240.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.48384000000000016,0.48384000000000016,0.9676800000000003
2026-08-01 08:43:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,270.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.5376000000000002,0.5376000000000002,1.0752000000000004
2026-08-01 08:43:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,300.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.5913600000000002,0.5913600000000002,1.1827200000000004
2026-08-01 08:44:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,330.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.6451200000000002,0.6451200000000002,1.2902400000000005
2026-08-01 08:44:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,360.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.6988800000000003,0.6988800000000003,1.3977600000000006
2026-08-01 08:45:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,390.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.7526400000000003,0.7526400000000003,1.5052800000000006
2026-08-01 08:45:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,420.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.8064000000000003,0.8064000000000003,1.6128000000000007
2026-08-01 08:46:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,450.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.8601600000000004,0.8601600000000004,1.7203200000000007
2026-08-01 08:46:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,480.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.9139200000000004,0.9139200000000004,1.8278400000000008
2026-08-01 08:47:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,510.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,0.9676800000000004,0.9676800000000004,1.9353600000000009
2026-08-01 08:47:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,540.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.0214400000000003,1.0214400000000003,2.0428800000000007
2026-08-01 08:48:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,570.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.0752000000000004,1.0752000000000004,2.1504000000000008
2026-08-01 08:48:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,600.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.1289600000000004,1.1289600000000004,2.257920000000001
2026-08-01 08:49:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,630.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.1827200000000004,1.1827200000000004,2.365440000000001
2026-08-01 08:49:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,660.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.2364800000000005,1.2364800000000005,2.472960000000001
2026-08-01 08:50:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,690.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.2902400000000005,1.2902400000000005,2.580480000000001
2026-08-01 08:50:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,720.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.3440000000000005,1.3440000000000005,2.688000000000001
2026-08-01 08:51:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,750.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.3977600000000006,1.3977600000000006,2.795520000000001
2026-08-01 08:51:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,780.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.4515200000000006,1.4515200000000006,2.903040000000001
2026-08-01 08:52:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,810.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.5052800000000006,1.5052800000000006,3.0105600000000012
2026-08-01 08:52:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,840.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.5590400000000006,1.5590400000000006,3.1180800000000013
2026-08-01 08:53:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,870.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.6128000000000007,1.6128000000000007,3.2256000000000014
2026-08-01 08:53:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,900.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.6665600000000007,1.6665600000000007,3.3331200000000014
2026-08-01 08:54:27,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,930.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.7203200000000007,1.7203200000000007,3.4406400000000015
2026-08-01 08:54:57,0.0,0.0,0.0,0.0,0.0,0.0,146.88,296.6625,0,319.65384375,319.65384375,159.91559999999998,159.91559999999998,319.65384375,159.91559999999998,146.88,296.6625,0,960.0,0,0,0,0.0,0,0,0.871,0.862,0.05376,6.4512,0.05376,6.4512,0.10752,1.7740800000000008,1.7740800000000008,3.5481600000000015
