,mean,min,max,std,median
cost,0.10752,0.10752,0.10752,3.065301443297363e-16,0.10752
cpu_usage,0.8653015873015875,0.397,0.925,0.051989425054142786,0.87
mem_usage,0.8569920634920632,0.393,0.916,0.0515428359377707,0.862
pending_pods,0.16666666666666666,0.0,9.0,1.033440854621102,0.0
time_with_pending,0.031746031746031744,0.0,1.0,0.17602308650892062,0.0
wokloads_with_pending_pods,0.001538247652569049,0.0,0.08,0.009800471847420972,0.0
number_of_migrations,47.0,12.0,84.0,39.344631145812,46.0
