,mean,min,max,std,median
cost,0.17109866666666662,0.17024,0.17248,0.001098275175710492,0.17024
cpu_usage,1.1215000000000002,0.141,1.819,0.5189447735222906,1.274
mem_usage,1.1105500000000004,0.139,1.802,0.514121215839486,1.2625
pending_pods,10.566666666666666,0.0,77.0,22.629189689175806,0.0
time_with_pending,0.25,0.0,1.0,0.4366668823046865,0.0
wokloads_with_pending_pods,0.029136584607115792,0.0,0.4,0.06721781282093844,0.0
number_of_migrations,30.0,0.0,84.0,39.7994974842648,18.0
