,mean,min,max,std,median
cost,0.10752000000000003,0.10752,0.10752,4.198470605256777e-17,0.10752
cpu_usage,0.859566666666667,0.185,0.871,0.08856221918327639,0.871
mem_usage,0.8506833333333336,0.183,0.862,0.08765852306916128,0.862
pending_pods,0.08333333333333333,0.0,5.0,0.6454972243679016,0.0
time_with_pending,0.008264462809917356,0.0,1.0,0.09090909090909077,0.0
wokloads_with_pending_pods,0.0010330578512396695,0.0,0.125,0.011363636363636347,0.0
number_of_migrations,0.0,0.0,0.0,,0.0
