,mean,min,max,std,median
cost,0.17023999999999997,0.17024,0.17024,1.3987495347505253e-16,0.17024
cpu_usage,0.8386093750000001,0.206,1.162,0.29127479073932605,0.915
mem_usage,0.8304687499999999,0.204,1.151,0.28847667610871114,0.906
pending_pods,100.21875,0.0,262.0,89.31475797461185,111.5
time_with_pending,0.71875,0.0,1.0,0.4531634835874829,1.0
wokloads_with_pending_pods,0.23684673982817767,0.0,0.6,0.17799058494693265,0.31153846153846154
number_of_migrations,75.0,0.0,174.0,72.74613391789285,63.0
