,mean,min,max,std,median
cost,0.10752000000000003,0.10752,0.10752,4.1967773321065376e-17,0.10752
cpu_usage,0.8613809523809528,0.245,0.892,0.07898150632277036,0.871
mem_usage,0.8527619047619049,0.242,0.884,0.07826376294212896,0.862
pending_pods,0.07936507936507936,0.0,5.0,0.6299407883487116,0.0
time_with_pending,0.015873015873015872,0.0,1.0,0.1259881576697424,0.0
wokloads_with_pending_pods,0.001488095238095238,0.0,0.09375,0.011811389781538329,0.0
number_of_migrations,6.0,0.0,8.0,4.0,8.0
