,mean,min,max,std,median
cost,0.10752000000000003,0.10752,0.10752,4.1952397693760153e-17,0.10752
cpu_usage,0.8713939393939394,0.87,0.919,0.006045669239225435,0.871
mem_usage,0.8628939393939395,0.862,0.911,0.0060742300249719315,0.862
pending_pods,0.0,0.0,0.0,0.0,0.0
time_with_pending,0.0,0.0,0.0,0.0,0.0
wokloads_with_pending_pods,0.0,0.0,0.0,0.0,0.0
number_of_migrations,11.333333333333334,8.0,14.0,3.055050463303893,12.0
