,mean,min,max,std,median
cost,0.17184533333333332,0.17024,0.17248,0.0010178999096122825,0.17248
cpu_usage,1.1200833333333333,0.201,1.819,0.5120585007517114,1.231
mem_usage,1.1091833333333334,0.199,1.802,0.507121103166528,1.22
pending_pods,10.2,0.0,68.0,22.284599835548065,0.0
time_with_pending,0.21666666666666667,0.0,1.0,0.4154502016565848,0.0
wokloads_with_pending_pods,0.02193639122315593,0.0,0.14666666666666667,0.04472226634134281,0.0
number_of_migrations,0.0,0.0,0.0,,0.0
