,mean,min,max,std,median
cost,0.10752000000000003,0.10752,0.10752,4.198470605256777e-17,0.10752
cpu_usage,0.86335,0.49,0.887,0.04946350306633379,0.87
mem_usage,0.8551833333333334,0.485,0.878,0.049041833289849304,0.862
pending_pods,0.11666666666666667,0.0,7.0,0.9036961141150637,0.0
time_with_pending,0.016666666666666666,0.0,1.0,0.12909944487358072,0.0
wokloads_with_pending_pods,0.0013440860215053762,0.0,0.08064516129032258,0.010411245554320993,0.0
number_of_migrations,80.0,80.0,80.0,,80.0
